publishedAt,title,description,channelTitle,tags,categoryId,liveBroadcastContent,defaultLanguage,defaultAudioLanguage
2021-11-08T09:43:27Z,Oluwadolarz In Hot Soup (Oluwadolarz Room Of Comedy),"Kindly subscribe to this channel and hit the notification bell
Watch this new funny  video from Oluwadolarz Room of Comedy

Have you watched On The Go Episode 2, kindly go watch now
https://youtu.be/6Wskw_QvAbo


#oluwadolarz #oluwadolarzroomofcomedy #nigeriancomedy",Oluwadolarz Room Of Comedy,"['Bovi Ugboma', 'Bovi', 'Ugboma', 'comedy', 'comedian', 'Nigeria', 'Nigerian comedy', 'comedy skit', 'comedy central', 'comedy video', 'comedy show', 'comedy naija', 'comedy skits 2017 nigeria', 'comedy nigerian', 'skits and sketches', 'funny videos nigeria', 'rib cracking comedy', 'rib cracking']",23,none,en-GB,en
2021-11-06T14:28:38Z,BRIDGE Latest Yoruba Movie 2021 Odunlade Adekola| Mimisola Daniel|Bimbo Oshin|Niyi Johnson|Bose Akin,"Because they are genuinely and deeply in love they decided to cross all the Bridges. Is reasoning not part of love?
From the producer of Surface and Veil we present another blockbuster BRIDGE
Starring Odunlade Adekola, Bimbo Oshin, Mimisola Daniel, Niyi Johnson, Bose Akinola, Damilola Oni, Yetunde Alabi Ashabi and more",LibraTv,"['YAWA', 'YAWA SKITS', 'Kassim Braimah', 'Kalistus', 'Comedian', 'comedy', 'fun', 'funny', 'comedian', 'skit', 'jokes', 'standup', 'Nigeria', 'Menta Music', 'mentamusic', 'Africa', 'African']",1,none,en,en
2021-11-08T12:02:45Z,snoring Uncle,"Tegwolo's Uncle visits them to spend a few weeks with them, Mama Tegwolo is happy to see her elder brother, Tegwolo is also happy to meet his uncle until he goes to sleep and throws the whole house into chaos with his Lound snore.

Don't forget to subscribe andnturn on notification for more funny videos.",HouseOfAjebo,"['Reekado Banks', 'Ozumba Mbadiwe', 'Official Video', 'Ozumba Mbadiwe Official Video', 'End Sars', 'October 20', 'Afrobeats Music', 'African Music', 'Banks Music', 'World Music']",23,none,en,en
2021-11-06T11:00:12Z,(BACK TO SCHOOL)(GRADUATION SEASON)(EPISODE 3),"Welcome to the hilarious world of Bovi- actor, comedian writer. Bovi Official YouTube channel is where you can enjoy the array of rib cracking sitcoms, hilarious skits, funny videos and memorable stand-up performances.

Please don't forget to SUBSCRIBE:
https://www.youtube.com/user/boviTV?sub_confirmation=1

--
#Bovi #Ugboma #BoviUgboma #comedy #comedian #Nigeriancomedy #comedynaija #ribcracking #BoviUgbomaShow #MentaMusic #NigerianComedy2018",Bovi Ugboma,"['Bernardo goals', 'Highlights', 'Man City', 'Man Utd Goals']",23,none,,en
2021-11-10T05:58:38Z,GBAS GBOS IN THE SANCTUARY 😭🤦🏾‍♂️,"#TwyseAndFamily

Twyse and Family THE MOVIE - https://www.reelhouse.org/twyseereme/twyse-and-family-the-movie

Clothing Line - https://www.twysecollections.com

SOCIAL MEDIA:
Instagram: https://www.instagram.com/twyse_116/
Twitter: https://www.twitter.com/twyse_116
Facebook: https://www.facebook.com/TheRealTwyse116

Thank you all for watching ❤️",Twyse Ereme,"['Mc Lively', 'McLively', 'mc lively comedy', 'Nigerian Comedy', 'Liveliest Man Alive', 'comedy', 'skits', 'funny', 'Nigeria', 'funny skits', 'mclively', 'broda shaggi', 'CORONAVIRUS', 'COVID-19', 'COMEDY2020', 'NIGERIAN COMEDY2020', 'STAYHOME', 'COVID', 'HILARIOUS', 'funnyskits', 'entertainment', 'barristermike', 'barrister mike', 'THE NAKED CHALLENGE', 'oluwadolarz', 'mr macaroni', 'zfancy', 'challenge', 'forex', 'liveliest man alive', 'nigerian comedy', 'lasisi elenu latest', 'officer woos', 'mark angel comedy', 'download', 'maraji', 'taaooma', 'ay', 'aycomedian', 'waptv']",24,none,,en
2021-11-05T15:26:02Z,"PARTY CRASHERS (YawaSkits, Episode 112)","#yawaskits #kalistus #comedy

We will crash your party even when uninvited.

Subscribe to YAWA SKITS Channel: http://goo.gl/WCKAvd
Enjoy!
WATCH BEHIND THE SCENES OF YAWASKITS HERE https://www.youtube.com/channel/UCGHt9n_lS15uxRuinnl_ddA

Order YawaSkits T-Shirts:
https://yawa-skits.creator-spring.com/?
Support us via: https://www.patreon.com/yawaskits

www.yawaskits.tv
Connect with us on Instagram
https://www.twitter.com/yawaskit
https://www.instagram.com/yawaskits/
https://www.instagram.com/sifonokoi
https://www.instagram.com/kassimbraimah/",YAWA SKITS,"['DFB', 'German Football', 'Football', 'Soccer', 'Germany', 'deutschland liechtenstein', 'germany liechtenstein', 'thomas müller', 'sane', 'world cup qualifier', 'highligths', 'germany highlights', 'dfb']",23,none,,en-GB
2021-11-12T15:00:28Z,Reekado Banks - Ozumba Mbadiwe (Official Video),"Watch the Official Video for Ozumba Mbadiwe by Reekado Banks off the EP, OTR, Vol. 2.

Stream on all music platforms:
https://mad.ffm.to/otr-vol2

Follow Reekado Banks on Socials:
Instagram - https://www.instagram.com/reekadobanks/
Twitter - https://www.twitter.com/ReekadoBanks
Facebook - https://www.facebook.com/reekadobanksofficial

Lyrics:
I’ll be on ozumba mbadiwe


I no dey move dat way 
Don’t make me move dat way 
Me, I no wan sleep for highway 
‘Fore you cross ,gaz look your sideways 
Me, I no come Lagos for child’s play 
So I hear say dem Dey find me 
For the long time I been silent
I dey run am I be sterling 
But Dey think say I’m in hiding 
Cos Dey don’t know how to find me 

Reekado Banks - Ozumba Nbadiwe Lyrics. 

I’ll be on ozumba MBADIWE 

Coming to you 

And if you think say you be giant you be giant for your pocket 
If you only fight for your pocket
For your pocket 
October 20 2020 
Something happen with the government 
They think say we go forget 
For where 
For ozumba mbadiwe 

Man I tell ya 

I no dey move dat way 
Don’t make me move dat way 
Me I no wan sleep for highway 
Fore you cross gaz look your sideways 
Me I no come Lagos for child’s play 
In the meantime ,Abike mi 
How you want am make you tell me 
If you need speed I be sterling
I’ll go right behind the steering 
I go run am kini ise mi  

I’ll be on Ozumba Mbadiwe

#ReekadoBanks #OzumbaMbadiwe #OTRVol2",Reekado Banks,"['Channels Television', 'Channels TV', 'Africa News', 'Anambra election', 'unknown gunmen', 'ipob', 'willie obiano', 'Biafra boys', 'esn', 'show of force', 'nigerian army', 'gun battle', 'shoot out', 'gun fight']",10,none,,en
2021-11-06T22:02:32Z,Manchester City Derby Highlights! | United 0-2 City | Bailly OG & Bernardo Silva goal!,City turn on the style to win the 186th Manchester Derby with ease.,Man City,"['Ckay Love Nwantiti Official Video', 'Ckay ft. Joeboy & Kuami Eugene', 'African Songs 2020', 'ckay love nwantinti instrumental', 'Valentines Day Songs', 'producer', 'way by ckay', 'afrobeats 2020', 'CKay Contaier', 'chocolate city', 'Ckay Way', 'african music', 'nigeria', 'ckay the first', 'African artiste', 'Naya Effects', 'afronation ghana', 'ckay yo', 'Love Nwantiti', 'container don land', 'choc city', 'Warner Music', 'Ckay_Yo', 'CKay the First']",17,none,,en
2021-11-08T17:00:12Z,LIVELY THE EXPLORER | MC LIVELY (ft. OLAIYA IGWE),"PLEASE SUBSCRIBE!

This is the official YouTube channel of Mc Lively, welcome to the channel of the Liveliest Man Alive. You're not living if you're not laughing.

--
#McLively #NigerianComedy #NigerianComedy2021 #LiveliestManAlive #comedy #funnyskits",MC LIVELY,"['samspedy', 'samspedy comedy', 'mama ojo and ojo', 'ojo comedy', 'african parents', 'african home', 'nigerian movies', 'nigerian parents', 'funny nigerian movies', 'ojo and mom', 'unwanted visitor']",23,none,,en
2021-11-11T23:00:20Z,Record Win for Flick | Germany - Liechtenstein 9-0 | Highlights | World Cup Qualifier,"Watch the highlights of the World Cup Qualifier match between Germany and Liechtenstein now on German Football.

Goals: 1-0 Gündogan (P) (11’), 2-0 Kaufmann (OG) (20’), 3-0 Sané (22’), 4-0 Reus (23’), 5-0 Sané (49’), 6-0 T. Müller (76’), 7-0 Baku (80’), 8-0 T. Müller (86’), 9-0 Göppel (OG) (89’)

Subscribe now for more German Football action & hit the bell: https://zly.de/dfb/yt_sub",German Football,"['FACETV AFRICA', 'K1 DE ULTIMATE FEEL EMOTIONAL WITH SAHEED OSUPA OLD MUSIC', 'MUSICFACENIGERIA', 'FUJI MUSIC', 'WASIU ALABI PASUMA', 'SAHEED OSUPA', 'K1', 'OBESERE', 'TAIYE CURRENCY', 'TOPE ALABI', 'NIGERIA HIP HOP', 'WIZKID', 'LATEST', 'VIDEO', 'DAVIDO', 'OLAMIDE', 'TIWA SAVAGE', 'TECKNO', 'PATORANKING', 'ADEKUNLE GOLD', 'YORUBA MOVIES', 'ODUNLADE ADEKOLA', 'LIZZY ANJORIN', 'NIGERIA POLITICS', 'SARAKI', 'BUHARI', 'FATHIA BALOGUN', 'ACTOR', 'PERFORMANCE', 'LIVE SHOW']",17,none,,en
2021-11-07T20:00:26Z,SUNDAY SERVICE: NEGLIGENCE SUNDAY,,AyoAjewole Woliagba-YPM,"['Bovi Ugboma', 'Bovi', 'Ugboma', 'comedy', 'comedian', 'Nigeria', 'Nigerian comedy', 'comedy skit', 'comedy central', 'comedy video', 'comedy show', 'comedy naija', 'comedy skits 2017 nigeria', 'comedy nigerian', 'skits and sketches', 'funny videos nigeria', 'rib cracking comedy', 'rib cracking']",23,none,,en
2021-10-31T02:02:19Z,"Five Killed As CP, Operatives Battle Gunmen At Anambra Market","Five gunmen were killed while they attempted to attack a convoy of a joint team of security forces at Nnobi in Idemili South Local Government Area of the state.
Don't forget to subscribe:  https://bit.ly/2Hb8hjx

Watch more interesting videos: https://bit.ly/34ogCaw

Follow Channels Television On: 
Facebook: https://www.facebook.com/channelsforum/ 
Twitter: https://twitter.com/channelstv
Instagram: https://www.instagram.com/channelstelevision/?hl=en

Get more news on our website: https://www.channelstv.com/

#ChannelsTv",Channels Television,"['FC Barcelona', 'برشلونة،', 'Fútbol', 'FUTBOL', 'soccer', 'FUTEBOL', 'Sepakbola', 'サッカー', 'كرة القدم', 'football', 'FCB', 'Barça', 'Sport', 'Club', 'Barcelona', 'CAMP NOU', 'ter stegen', 'pique', 'busquets', 'goat', 'dembele', 'lenglet', 'yt:cc=on', 'ansu fati', 'riqui puig', 'koeman', 'coutinho', 'pedri', 'de Jong', 'Memphis', 'depay', 'Kun Agüero', 'Aguero']",25,none,,en-GB
2021-11-05T11:00:12Z,CKay - Love Nwantiti (ft. ElGrandeToto) [North African Remix] [Official Music Video],"Subscribe: http://bit.ly/SubscribetoCkay 
Listen to 'Boyfriend' E.P: https://warnermusicsa.lnk.to/Boyfriend

Follow CKay On:
Facebook: https://www.facebook.com/ckayyo/ 
Twitter: https://twitter.com/ckay_yo
Instagram: https://instagram.com/ckay_yo/

Lyrics
Verse 1:
my baby my valentine
girl na you dey make my temperature dey rise
if you leave me i go die
i swear you are like the oxygen i need to survive
i’ll be honest
your lovin dey totori me
i am so obsessed
i want to chop your nkwobi
ule your body dey gbakam isi
ule open am make i see ule
nyem love nwantinti
wey fit make a bad man sing o

Chorus:
Ah ah ah ah ah ah
Ah ah ah ah ah ah ahh
(x4)

Verse 2:
Ouais toute ma vie w’kandour b’lil, Jack fl’ydd, j’essaye d’te pister bébé (yea-ea-eah)
Sombre est ma ville, 9bel 12 d’lil, kanchreb, kanshoufek fl’kissan bébé (yea-ea-eah)
Très jolies cuisses, là j’décale la ficelle, zine bombe atomique : m3aki baghi nchouf mon fils yea-yeah
7ta walidik bghaw y3erfo fin saken, f’7yati chnou kandir : Kanserref La Sal3a d’Issaguen
Gelbi chafek ghewwet « Aah-ah-ah-ah-ah-ah »
To’ vaillant Bhal Kirikou, 3la weddek mankhsser ta Combaa-a-a-a-a-at
Lovini my baby boo, lovini ghandirou fawda

Chorus:
Ah ah ah ah ah ah
Ah ah ah ah ah ah ahh
(x4)

Outro:
You mean the world to me
you’re my living fantasy
ayayaa i love you
ayayaa no one above you",CKay,"['Channels Television', 'Channels TV', 'Africa News', 'Top African News', 'Breaking news', 'Nigerian Top Stories', 'Nnamdi Kanu', 'IPOB', 'FG', 'Nigerian Govt', 'High Court']",10,none,,en-GB
2021-11-12T17:21:08Z,NA LADIDI | SEASON 3| EPISODE 34  |A Film By Arewa Medium Production |,,Arewa Medium,['african movies the latest Nigerian movies entertainment never stops'],24,none,,en-GB
2021-11-12T18:07:42Z,AFRICAN HOME: UNWANTED VISITOR,"In This Episode, Papa Ojo’s Nightmare Came To Past As His Side Chick Came Visiting, Claiming She’s Pregnant For Him. How Will Mama Ojo Process This Situation? Find Out! 


SECOND CHANNEL - https://www.youtube.com/channel/UCEuMxZxgHqrVXzwd5julx8Q
Follow me on Instagram: https://www.instagram.com/samspedy/

https://linktr.ee/SamSpedy

Song Store Links
iTunes: http://itunes.apple.com/album/id15303...
Apple Music: http://itunes.apple.com/album/id/1530...
Spotify: https://open.spotify.com/album/0nJNPy...


Thanks For Watching!
Thumbs Up, Share And Subscribe!

#samspedy #africanhome #unwantedvisitor",SamSpedy,"['manchester united', 'mufc', 'man utd', 'manutd', 'mu', 'ggmu', 'old trafford', 'goals', 'highlights', 'spurs', 'tottenham hotspur', 'premier league', 'edinson cavani', 'cristiano ronaldo', 'bruno fernandes', 'fred', 'marcus rashford', 'ole gunnar solskjaer']",23,none,,en
2021-11-08T22:07:39Z,K1 DE ULTIMATE GOES EMOTIONAL OVER SAHEED OSUPA OLD MUSIC,"K1 DE ULTIMATE GOES EMOTIONAL OVER SAHEED OSUPA OLD MUSICFace tv Africa Face tv Africa Facetv Africa Face tv AFrica Facetv Africa Facetv Africa and Music face: Real Indigenous Nigerian Music. We profile top performance, top rated Nigerian musicians, legends, events, video musicals and we dish them out to you from a Nigerian point of view. Oya Sharpaly Subscribe.https://www.youtube.com/user/musicfacenigeria

#FACETVAFRICA   #MUSICFACENIGERIA #K1DEULTIMATE #SAHEEDOSUPA",Facetv Africa,"['Larry Gaaga', 'Egedege', 'Theresa Onuorah', 'Flavour', 'Phyno', 'Larry Gaaga Egedege', 'Egedege music video', 'Egedege audio', 'Egedege mp3 download']",24,none,,en-GB
2021-10-31T15:56:17Z,(Back to School)(Graduation Season)(EPISODE 1),"Welcome to the hilarious world of Bovi- actor, comedian writer. Bovi Official YouTube channel is where you can enjoy the array of rib cracking sitcoms, hilarious skits, funny videos and memorable stand-up performances.

Please don't forget to SUBSCRIBE:
https://www.youtube.com/user/boviTV?sub_confirmation=1

--
#Bovi #Ugboma #BoviUgboma #comedy #comedian #Nigeriancomedy #comedynaija #ribcracking #BoviUgbomaShow #MentaMusic #NigerianComedy2018",Bovi Ugboma,['african movies the latest Nigerian movies entertainment never stops'],23,none,,en-GB
2021-11-09T16:16:57Z,⚽ XAVI'S FIRST TRAINING SESSION AS BARÇA MANAGER,"The day after signing his contract and appearing at his official presentation, Xavi Hernández has got straight down to work with his new squad, albeit withjout the players that are away on international duty. He also called on Comas, Mika Mármol, Álvaro Sanz, Ez Abde, Jutglà, Aranda and Ilias Akhomach from Barça B. 

Barça president Joan Laporta also made a point of stopping by the Ciutat Esportiva to greet Xavi and the rest of the coaching staff and players, joined by vice-president for sport Rafa Yuste, director of football Mateu Alemany, director of the international area Jordi Cruyff and chief technical secretary Ramon Planes.

SUBSCRIBE NOW:
▶ https://www.youtube.com/user/fcbarcelona 

⚽ BARÇATV+: http://barca.link/wT1w30qMyQO​
💎 Official Culers Membership: http://barca.link/plXS30rAhfC​
🌐 Site: http://www.fcbarcelona.com
📱 App: https://go.onelink.me/xndC/DownloadAppYouTube

🔵 Facebook: http://www.facebook.com/fcbarcelona
📸 Instagram: http://www.instagram.com/fcbarcelona
🐦 Twitter: http://twitter.com/FCBarcelona
🎶 Tiktok: https://www.tiktok.com/@fcbarcelona 
📱 Viber: http://chats.viber.com/fcbarcelona

🛍 Get all official Barça apparel from FC Barcelona's online store: http://barca.link/j8QH30qQh4Y 
🔵🔴 #FCBarcelona",FC Barcelona,"['Arise', 'News']",17,none,,en
